site_name,latitude,longitude,state,com_type,commod1,dep_type,prod_size,dev_stat,ore,work_type,hrock_type,arock_type
Carmen Del Macizo Mine,-9.88267,-76.98307,Huanuco,M,"Copper, Silver",,S,Past Producer,Tetrahedrite,,Sandstone,
"Merced, Purisima, Santa Rosa, and San Francisco Mines",-9.87434,-76.98585,Huancavelica,M,"Copper, Silver",,S,Past Producer,"Galena, Pyrite, Tetrahedrite",,Sandstone,Rhyolite
San Jose Del Banco Mine,-9.86045,-76.98724,Huancavelica,M,"Lead, Silver",,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite, Tetrahedrite",Surface,"Shale,Sandstone",Rhyolite
Sirena Encantadora Mine,-9.88823,-77.05391,Huanuco,M,"Silver, Lead",,S,Past Producer,"Argentite, Galena, Gold, Sphalerite, Stibnite",,Limestone,Diorite
Quebrada Casa Cancha Deposits,-9.97295,-76.95807,Huanuco,M,"Silver, Zinc, Lead",,S,Past Producer,"Galena, Pyrite, Sphalerite, Tetrahedrite",,"Quartzite,Phyllite,Limestone","Rhyolite,Andesite"
Fortuna Mine,-9.52214,-77.10531,Ancash,M,"Silver, Lead",,S,Past Producer,"Galena, Pyrargyrite, Pyrite, Sphalerite",,Limestone,Rhyolite
San Francisco Mine,-9.51853,-77.09003,Ancash,M,Lead,,S,Past Producer,"Galena, Pyrite",Surface,Limestone,
Quebrada Azulmina Deposits,-9.94795,-77.03307,Huanuco,M,"Copper, Lead",,S,Past Producer,"Chalcopyrite, Galena, Pyrargyrite, Realgar, Sphalerite, Tetrahedrite",,Limestone,Granite
Susana Mine,-10.2085,-76.97113,Ancash,M,"Silver, Zinc, Lead",,S,Past Producer,"Galena, Marmatite, Pyrite",,"Phyllite,Sandstone,Limestone",Rhyolite
Cosmos Mine,-9.97489,-77.21225,Ancash,M,"Zinc, Copper, Lead",,M,Past Producer,"Galena, Malachite, Pyrite, Sphalerite, Tetrahedrite",Surface/Underground,Limestone,Andesite
Sinchi Roca Mine,-9.92851,-77.04724,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,"Chalcopyrite, Galena, Malachite, Pyrite, Sphalerite",Surface/Underground,Limestone,
Patria Mine,-9.87351,-77.13169,Ancash,M,"Silver, Lead",,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Limestone,Diorite
San Judas Tadeo Prospect,-9.96045,-77.02391,Ancash,M,"Zinc, Silver, Lead",,N,Occurrence,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Quartzite,
San Antonio Prospect,-9.93462,-77.05002,Ancash,M,"Silver, Lead",,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Limestone,
Merced Mine,-9.30631,-77.34197,Ancash,M,Silver,,S,Past Producer,"Chalcopyrite, Galena, Pyrite, Sphalerite",,Diorite,
Esparta Mine,-9.31631,-77.36086,Ancash,M,Silver,,S,Past Producer,"Galena, Pyrite",Surface/Underground,Quartzite,Diorite
Chaco Mine,-9.31298,-77.34197,Ancash,M,"Silver, Lead",,S,Past Producer,"Galena, Pyrite, Sphalerite",Underground,Diorite,Diabase
Soledad Mine,-9.3227,-77.35419,Ancash,M,"Lead, Silver",,S,Past Producer,"Chalcopyrite, Pyrite, Sphalerite",,Metasedimentary Rock,Diorite
Sextri Mine,-9.19659,-77.41669,Ancash,M,"Lead, Silver",,S,Past Producer,"Galena, Pyrite, Sphalerite",,Diorite,
San Agustine Mine,-6.33144,-78.66646,Cajamarca,M,"Silver, Lead, Copper, Zinc",,M,Producer,"Boulangerite, Bournonite, Chalcopyrite, Galena, Jamesonite, Realgar, Sphalerite, Stibnite, Tetrahedrite",Underground,"Shale,Siltstone,Sandstone",Diorite
El Dorado Mine,-6.33144,-78.66646,Cajamarca,M,"Lead, Zinc",,Y,Producer,"Galena, Sphalerite",,"Shale,Siltstone,Sandstone",Diorite
Mario Mine,-6.33144,-78.66646,Cajamarca,M,"Zinc, Silver, Lead",,S,Past Producer,Sphalerite,,Limestone,Diorite
Segunda Rebelde Mine,-6.33144,-78.66646,Cajamarca,M,"Zinc, Copper, Silver, Lead",,S,Past Producer,"Chalcopyrite, Galena, Sphalerite",Underground,Diorite,Diorite
Mines and Prospects of Tingo Area,-6.33144,-78.66646,Cajamarca,M,"Copper, Silver",,S,Past Producer,"Chalcopyrite, Enargite, Galena, Sphalerite, Tetrahedrite",Unknown,Diorite,Diorite
Tres Mosqueteros Mine,-6.74587,-78.60951,Cajamarca,M,"Silver, Copper",,S,Past Producer,"Chalcopyrite, Chrysocolla, Enargite, Malachite, Pyrite",Underground,Limestone,Diorite
"Copper-Skarn Belt, Southeastern Peru",-13.78113,-71.94128,Apurimac,M,"Molybdenum, Copper",,L,Producer,"Covellite, Cubanite, Cuprite, Galena, Molybdenite, Sphalerite",,Limestone,"Monzonite,Diorite"
Negra Huanusha Mine,-11.29789,-75.86638,Junin,M,Copper,,S,Producer,"Bornite, Chalcanthite, Chalcocite, Copper, Covellite, Malachite, Stromeyerite",,"Shale,Sandstone,Arkose,Limestone",Diorite
Dona Basalia Mine,-12.16453,-75.59971,Lima,M,Copper,,N,Occurrence,,,"Shale,Limestone",
Malpaso Mine,-10.38126,-76.28305,Pasco,M,Copper,Contact Metasomatic,N,Occurrence,"Chalcopyrite, Pyrite",,Limestone,Gneiss
Raul Mine,-12.69784,-76.58306,Lima,M,Copper,,M,Producer,"Bornite, Chalcopyrite, Covellite, Digenite, Galena, Pyrite, Pyrrhotite, Sphalerite",,"Amphibolite,Siltstone,Limestone,Tuff",Dacite
Calzada Mine,-11.60066,-75.52803,Junin,M,Copper,Contact Metasomatic,S,Past Producer,"Chalcopyrite, Pyrite",,"Quartzite,Siltstone,Conglomerate",Diorite
Cerro De Pasco,-10.63125,-76.24972,Pasco,M,"Zinc, Silver, Lead, Copper",,Y,Producer,"Argentite, Bismuthinite, Bornite, Bournonite, Cassiterite, Chalcocite, Chalcopyrite, Copper, Covellite, Enargite, Galena, Gold, Malachite, Marcasite, Polianite, Polybasite, Pyrite, Pyrrhotite, Realgar, Sphalerite, Stannite, Tennantite, Wolframite",,"Quartzite,Phyllite,Dolomite","Quartz Monzonite,Quartzite,Phyllite,Rhyolite"
Hierro Peru,-15.16442,-74.99968,Ica,B,Iron,,L,Producer,"Chalcopyrite, Hematite, Limonite, Martite",,"Metasedimentary Rock,Limestone",Granite
Monterrosas Mine,-13.98696,-75.60137,Ica,M,"Molybdenum, Gold, Copper",Vein,S,Past Producer,"Bornite, Chalcopyrite, Covellite, Cubanite, Magnetite, Marcasite, Martite, Molybdenite, Pyrite, Pyrrhotite",,Diorite,
Aguila Mine,-10.39894,-75.38125,Pasco,M,"Molybdenum, Copper",,Y,Producer,,,,
Hercules Mine,-7.4575,-77.37919,Ancash,M,"Lead, Zinc, Silver",,Y,Producer,,,,
Alpamina Mine,-10.49793,-75.4997,Junin,M,"Lead, Silver, Zinc",,S,Producer,,,,
"Rescate, Mina",-9.50353,-77.53587,Ancash,M,"Copper, Silver",,Y,Past Producer,Galena,,Volcanic Rock (Aphanitic),Dacite
"Bodoque, Mina",-9.81128,-77.06641,Huanuco,M,"Antimony, Silver, Lead, Zinc",,S,Past Producer,Galena,,Limestone,
"Vulcania, Mina",-12.84533,-71.54293,Madre De Dios,M,Gold,,N,Occurrence,,,,
"Malinowsky, Prospecto",-13.00865,-69.78067,Madre De Dios,M,Gold,,S,Producer,,,,
Tucu Grande,-9.96462,-77.20808,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,Galena,,,
"La Llave, Mina",-9.59796,-77.50809,Ancash,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,Andesite,Andesite
"San Francisco De Paria, Mina",-9.58129,-77.50809,Ancash,M,"Silver, Zinc, Lead",,Y,Past Producer,Galena,,Andesite,Andesite
"Decorfa Uno, Mina",-9.39797,-77.56643,Ancash,M,"Zinc, Lead, Silver",,S,Producer,Galena,,Andesite,Andesite
"Maco, Mina",-9.54797,-77.71643,Ancash,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,,
"La Descuidada, Mina",-9.16465,-77.49976,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,Galena,,"Diorite,Limestone",Diorite
"Gregorio, Mina",-9.05966,-77.69226,Ancash,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,"Diorite,Quartzite,Schist",Diorite
"Raudal Ii, Mina",-9.72796,-77.42169,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,,,Andesite,Andesite
"Victoria I, Mina",-9.99794,-77.57476,Ancash,M,"Silver, Copper",,S,Producer,Galena,,,
"Madre De Dios, Mina",-9.83906,-77.44975,Ancash,M,"Copper, Zinc, Lead, Silver",,S,Past Producer,Galena,,Andesite,Andesite
"El Gran Filon, Mina",-9.59796,-76.99973,Ancash,N,Graphite,,N,Occurrence,,,Limestone,Andesite
"San Blas F.B.V., Mina",-9.36464,-77.15975,Ancash,M,Copper,,Y,Past Producer,Malachite,,Limestone,
"Ogopito, Mina",-8.04803,-78.04977,Ancash,M,Tungsten,,Y,Past Producer,,,Limestone,
"La Inmaculada, Mina",-9.49797,-77.08308,Ancash,M,"Zinc, Copper, Lead, Silver",,Y,Past Producer,Galena,,Limestone,
"Javier Rodrigo, Mina",-9.79796,-77.63309,Ancash,M,"Silver, Zinc, Lead",,Y,Past Producer,,,,
"Lord, Mina",-8.66467,-78.33589,Ancash,N,Graphite,,Y,Past Producer,,,"Slate,Quartzite",
"San Antonio, Mina",-9.28131,-77.69976,Ancash,M,"Lead, Silver",,S,Past Producer,,,Quartzite,
"Acococha, Mina",-9.5063,-77.66643,Ancash,M,"Silver, Zinc, Lead",,S,Producer,Galena,,Andesite,Andesite
"Rio Verde, Mina",-9.99794,-77.99976,Ancash,M,"Silver, Copper",,S,Past Producer,,,Shale,Diorite
"Karina, Mina",-9.66463,-77.50809,Ancash,M,"Silver, Lead, Zinc",,S,Past Producer,Galena,,Dacite,Dacite
"San Carlos, Mina",-8.53134,-77.91644,Ancash,N,Graphite,,Y,Past Producer,,,"Slate,Quartzite",
"San Hilarion, Mina",-10.14794,-77.33308,Ancash,M,"Silver, Copper, Zinc, Lead",,Y,Producer,,,"Quartzite,Limestone",
"Gorrioncito, Mina",-10.01462,-77.41642,Ancash,M,"Zinc, Lead, Silver",,S,Producer,Galena,,Limestone,Diorite
"Pilar, Mina",-9.66463,-77.58309,Ancash,M,"Silver, Lead",,S,Past Producer,Galena,,Andesite,Andesite
"Pasacancha, Mina",-8.66467,-77.66643,Ancash,M,"Copper, Lead, Silver",,S,Past Producer,,,"Slate,Quartzite",
"Santa Cruz Recuperada, Mina",-9.83128,-77.53309,Ancash,M,"Lead, Silver",,Y,Past Producer,Galena,,Andesite,Andesite
"Ancashino No 1-7, Mina",-9.79796,-77.54976,Ancash,M,"Silver, Zinc, Lead",,Y,Past Producer,Galena,,Andesite,Andesite
"Tambillos, Mina",-9.70129,-77.21642,Ancash,M,"Copper, Tin, Silver",,S,Producer,Argentite,,"Slate,Quartzite",Dacite
"San Jorge, Mina",-9.08132,-77.15475,Ancash,M,Silver,,Y,Past Producer,Galena,,,
"Cuatro De Oro, Mina",-9.03132,-77.65976,Ancash,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,Quartzite,
"Caridad A.H.B., Mina",-9.99794,-77.33308,Ancash,M,"Zinc, Silver, Lead",,S,Producer,Galena,,Andesite,Andesite
"Senor De La Soledad No 6, Mina",-9.39797,-78.06644,Ancash,M,Tungsten,,Y,Past Producer,,,Limestone,Diorite
"Agripina No 2, Mina",-8.91466,-78.04977,Ancash,M,"Zinc, Lead, Silver",,Y,Past Producer,Galena,,Limestone,Diorite
"Shella I, Mina",-9.19798,-77.86894,Ancash,N,Graphite,,Y,Occurrence,,,,
"El Cojo, Mina",-10.03128,-77.42475,Ancash,M,"Zinc, Lead, Silver",,S,Producer,Galena,,Dacite,"Diorite,Dacite"
"Etelvina, Mina",-8.5194,-77.89977,Ancash,M,Tungsten,,Y,Past Producer,,,Granite,Granite
"Mercedes, Mina",-8.41468,-77.79976,Ancash,M,"Copper, Lead, Silver",,Y,Past Producer,Galena,,Quartzite,
"Mama Lily, Mina",-8.34802,-77.79976,Ancash,M,"Copper, Silver",,Y,Past Producer,Galena,,Quartzite,Andesite
"Santa Elenita, Mina",-9.86739,-77.45392,Ancash,M,"Silver, Lead, Zinc",,Y,Past Producer,Galena,,Limestone,
"Chimu 1, Mina",-8.48412,-78.01644,Ancash,M,"Silver, Tungsten, Gold",Placer,Y,Past Producer,,,,
"Carolina I, Mina",-8.41468,-77.99976,Ancash,M,"Silver, Gold",,Y,Past Producer,Galena,Underground,Andesite,Andesite
"Perla De Acchas, Mina",-9.3813,-77.11642,Ancash,M,"Lead, Silver",,S,Past Producer,,,Limestone,
"Los Tres Mosqueteros, Mina",-9.53408,-77.56643,Ancash,M,"Lead, Silver",,S,Past Producer,,,Limestone,
"Huascar, Mina",-9.5313,-77.91644,Ancash,M,"Lead, Silver, Gold",,Y,Past Producer,,,"Diorite,Andesite","Diorite,Andesite"
"Rosario, Mina",-9.49797,-77.53309,Ancash,M,"Zinc, Lead, Copper",,S,Producer,Galena,,Diorite,Diorite
"Dora, Mina",-8.16469,-78.01644,Ancash,M,Gold,,Y,Past Producer,,,Slate,Diorite
"San Francisco De Yanacuncush, Mina",-9.84795,-77.46642,Ancash,M,"Zinc, Copper, Lead, Silver",,Y,Past Producer,,Underground,Andesite,Andesite
"Mi Ensueno, Mina",-9.54797,-77.16642,Ancash,M,"Zinc, Lead, Silver",,S,Past Producer,,,"Slate,Quartzite",
"Maria, Mina",-10.04795,-77.49976,Ancash,M,"Copper, Zinc, Lead, Silver",,Y,Past Producer,Galena,,Limestone,Diorite
"San Jose Segundo, Mina",-9.74796,-77.54976,Ancash,M,"Zinc, Copper, Lead, Silver",,Y,Past Producer,Galena,,Andesite,Andesite
Martha Primera Mina,-14.34778,-72.91631,Apurimac,M,Gold,Manto,Y,Prospect,,Underground,,
"Monte Carmelo, Mina",-13.68113,-72.98297,Apurimac,M,"Silver, Lead",,N,Occurrence,Galena,Underground,Limestone,
"Ccaype, Mina",-13.7653,-72.79963,Apurimac,M,"Gold, Silver, Copper",,N,Occurrence,,Surface,,
"Esperancita No 1, Mina",-13.63086,-72.53185,Apurimac,M,"Silver, Copper",,N,Occurrence,,Surface,Andesite,Diorite
"El Pobre, Mina",-13.90085,-72.94297,Apurimac,M,"Copper, Silver",,N,Occurrence,Malachite,Unknown,,
"El Monte, Mina",-13.88112,-72.88297,Apurimac,M,"Copper, Gold, Silver",,N,Occurrence,Malachite,,"Monzonite,Diorite,Slate,Limestone",
"El Monte No. 1, Mina",-13.85335,-72.87964,Apurimac,M,"Gold, Silver, Copper",,N,Occurrence,Malachite,,,
"Azulcada, Mina",-14.08112,-72.49963,Apurimac,M,Copper,,S,Past Producer,Malachite,,"Quartzite,Limestone",Andesite
"Chicurini, Mina",-14.08112,-72.49963,Apurimac,M,"Copper, Silver, Lead",,U,Occurrence,,,"Quartzite,Limestone",
"Quereray, Mina",-14.08112,-72.49963,Apurimac,M,"Gold, Silver, Copper",,N,Occurrence,Malachite,Surface,,Granite
"Yuringa, Mina",-14.08112,-72.49963,Apurimac,M,"Gold, Copper, Silver",,U,Past Producer,Malachite,,,Granite
"Maria Julia, Mina",-14.32917,-73.07464,Apurimac,M,"Silver, Copper",,Y,Past Producer,Galena,,"Slate,Quartzite",
"Porvenir Ii, Mina",-14.195,-73.11908,Apurimac,M,"Silver, Lead, Zinc",,N,Occurrence,,Underground,,Andesite
"27 De Enero No. 2, Mina",-14.46694,-72.98186,Apurimac,M,"Copper, Molybdenum",,M,Past Producer,,Underground,Limestone,Diorite
"Maria Ignacio, Mina",-14.38056,-73.06353,Apurimac,M,"Copper, Lead",,Y,Occurrence,Galena,Underground,Limestone,
"Grande Segundo, Mina",-14.32,-73.24408,Apurimac,M,Silver,,N,Occurrence,,Underground,,
"Panchita Dos, Mina",-14.28111,-73.08297,Apurimac,M,"Copper, Silver, Molybdenum",,N,Occurrence,,Surface,,Monzonite
"Landa, Mina",-13.63447,-73.18908,Apurimac,M,Copper,,N,Prospect,,,,
Apumarca I Mina,-14.43944,-73.13992,Apurimac,M,"Lead, Zinc, Silver",,Y,Prospect,Galena,Underground,"Slate,Quartzite,Shale",
Los Angeles 1 Al 5 Mina,-14.0339,-72.7038,Apurimac,M,"Silver, Lead, Copper",,Y,Occurrence,,Underground,Limestone,Monzonite
Halcon De Pichirhua Mina,-13.80613,-73.05797,Apurimac,M,Copper,,N,Occurrence,"Atacamite, Malachite",Surface,Limestone,Diorite
Poroto De Cobre Mina,-13.70891,-72.34962,Apurimac,M,"Lead, Copper",,N,Occurrence,Galena,,Limestone,Diorite
"Huayna Capac No. 2, Mina",-13.63947,-73.08575,Apurimac,M,Copper,,U,Occurrence,"Atacamite, Malachite",Surface,,
"Plomiza No. 2, Mina",-14.29778,-73.01631,Apurimac,M,"Copper, Silver, Lead, Gold",,U,Occurrence,"Galena, Malachite",,Limestone,Diorite
"Bornita Grau No. 4, Mina",-13.97001,-72.43573,Apurimac,M,Copper,,U,Occurrence,,,Limestone,Diorite
"Plomiza, Mina",-14.33111,-72.96908,Apurimac,M,"Silver, Lead, Zinc",,U,Occurrence,,Underground,Slate,
"Cristo De Los Andes No. 1, Mina",-14.25889,-72.35795,Apurimac,M,"Silver, Lead, Copper",Stock,U,Occurrence,,,Limestone,Monzonite
"Palao No. 13, Mina",-14.25889,-72.38295,Apurimac,M,"Silver, Lead",,U,Occurrence,Galena,,Limestone,
"Bella Union 1 Al 6, Mina.",-14.49777,-72.16629,Apurimac,M,"Silver, Copper",,Y,Past Producer,Malachite,,"Diorite,Limestone",Diorite
"Maria Concepcion, Mina",-14.32528,-73.06631,Apurimac,M,"Silver, Copper, Lead",,U,Occurrence,Galena,,"Slate,Limestone",Diorite
"San Pedro No. 10, Prospecto",-15.46191,-71.43404,Arequipa,M,"Copper, Silver",,N,Occurrence,"Galena, Malachite",,Volcanic Rock (Aphanitic),Andesite
"San Fernando, Prospecto",-15.47607,-71.3971,Arequipa,M,"Copper, Silver",,N,Occurrence,"Galena, Malachite",,Volcanic Rock (Aphanitic),Andesite
"San Antonio De Callalli, Prospecto",-15.46191,-71.43404,Arequipa,M,"Copper, Silver",,N,Occurrence,"Galena, Malachite",,Volcanic Rock (Aphanitic),Andesite
"Huanaco No. 2, Prospecto",-16.5727,-71.44959,Arequipa,M,Copper Oxide,,U,Occurrence,Malachite,Underground,Plutonic Rock,"Diorite,Gabbro,Granite"
"Lemuria 35, Mina",-15.16442,-71.83294,Arequipa,M,"Lead, Zinc, Silver, Copper, Gold",,S,Prospect,Galena,Underground,,Andesite
"Mira Mar, Mina",-15.75273,-74.39967,Arequipa,M,Copper,,Y,Occurrence,"Atacamite, Malachite",Underground,,Diorite
"San Salvador, Prospecto",-15.62273,-70.99125,Arequipa,M,Copper,,N,Occurrence,Malachite,,,Dacite
"Urbano 23, Cantera",-16.23271,-71.76988,Arequipa,N,Quartz,,S,Prospect,,,Clastic Sedimentary Rock,
"Crisocola 59, Prospecto",-16.58103,-71.4996,Arequipa,M,Copper,,U,Occurrence,Malachite,Underground,Plutonic Rock,"Diorite,Gabbro,Granite"
"Santa Rita, Denuncio",-16.58103,-71.44959,Arequipa,M,Copper,,U,Occurrence,Malachite,,Plutonic Rock,"Diorite,Gabbro,Granite"
"Eureka, Mina",-15.16442,-71.83294,Arequipa,M,Gold,,S,Prospect,,Underground,,Andesite
"Condor Fierro No. 2, Concesion",-15.11858,-74.70301,Arequipa,M,Copper,,S,Prospect,Malachite,Surface/Underground,,Volcanic Rock (Aphanitic)
"Valita, Prospecto",-16.53937,-71.4996,Arequipa,M,Copper,,U,Occurrence,Malachite,Underground,Plutonic Rock,"Diorite,Gabbro,Granite"
"Santa Sofia, Mina",-16.36854,-71.8096,Arequipa,M,Gold,,Y,Occurrence,,Underground,Plutonic Rock,"Tonalite,Diorite,Granite"
"Maria Auxiliadora, Mina",-15.62607,-74.16633,Arequipa,M,"Silver, Gold",,N,Occurrence,,Underground,,
Catalina Huanca Mina,-13.96918,-73.93466,Ayacucho,M,"Zinc, Silver, Lead",,M,Producer,Galena,Underground,"Shale,Conglomerate,Limestone",Dacite
Concesion Aurifera Mariela Carmen - Aurifera Huarangullo S.A.,-14.97748,-74.60662,Ayacucho,M,Gold,,S,Producer,Galena,Underground,Diorite,Diorite
Trapiche Mina,-14.72305,-74.75607,Ayacucho,M,"Copper, Gold, Silver",,S,Occurrence,Malachite,Underground,Diorite,Diorite
San Isidro De Malco No. 2 Mina,-15.20164,-74.03688,Ayacucho,M,Copper,,S,Prospect,,Underground,,Diorite
Ccori Mina,-14.67638,-73.88188,Ayacucho,M,"Silver, Gold, Copper",,S,Producer,,Underground,Andesite,Andesite
San Francisco Mina,-13.60003,-74.13745,Ayacucho,M,Zinc,,S,Occurrence,,Surface,Andesite,Andesite
Santa Margarita V-1 Mina,-15.05332,-74.73301,Ayacucho,M,Copper,,S,Producer,,,"Slate,Quartzite","Slate,Quartzite"
Rosicler Rojo Prospecto,-12.89783,-74.2605,Ayacucho,M,"Copper, Silver, Lead",,S,Prospect,Galena,,Granite,Granite
San Juan De Lucanas Mina,-14.6636,-74.20356,Ayacucho,M,"Lead, Zinc, Gold, Silver",,M,Producer,"Argentite, Galena",Underground,Andesite,Andesite
Aguas Verdes No. 2,-15.31858,-73.8966,Ayacucho,M,"Silver, Copper",,M,Past Producer,,Underground,Limestone,Diorite
La Esperanza-A Mina,-14.70971,-73.9516,Ayacucho,M,"Gold, Silver, Copper",,S,Producer,"Atacamite, Malachite",,"Tuff,Andesite",Andesite
El Rubi De Puquio Cia. Minera,-14.7522,-74.03216,Ayacucho,M,"Gold, Silver",,S,Producer,,Underground,Andesite,Andesite
Chasca Aurora Mina,-14.21861,-73.99133,Ayacucho,M,"Copper, Silver, Gold",,S,Past Producer,Galena,,"Diorite,Granite","Diorite,Granite"
Don Jorge Derecho Minero,-14.7847,-73.84688,Ayacucho,M,"Zinc, Lead, Gold, Silver",,S,Producer,Galena,Underground,"Volcanic Rock (Aphanitic),Tuff,Andesite","Volcanic Rock (Aphanitic),Tuff,Andesite"
Pallancata Derecho Minero,-14.79554,-73.24992,Ayacucho,M,"Gold, Silver",,S,Occurrence,,,Andesite,Andesite
Ayacucho Mina,-13.43809,-74.62301,Ayacucho,M,"Lead, Copper, Silver, Zinc",,S,Occurrence,Galena,,Andesite,Andesite
Los Dos Amigos Nro.2 Mina,-14.60194,-73.98855,Ayacucho,M,"Zinc, Silver, Lead",,S,Prospect,,,Andesite,Andesite
Monica Lourdes Mina,-14.66444,-73.92994,Ayacucho,M,"Copper, Gold, Silver",,S,Prospect,Malachite,Underground,Monzonite,Monzonite
Maria Mercedes Ii Mina,-13.50892,-74.65607,Ayacucho,M,Antimony,,S,Past Producer,,,Limestone,
Liliana Mina,-13.49781,-74.64968,Ayacucho,M,"Copper, Lead, Silver, Zinc",,S,Occurrence,Galena,,Limestone,
Miguel Angel Mina,-13.11449,-74.39967,Ayacucho,M,"Lead, Silver, Copper",,S,Occurrence,Argentite,,Quartzite,Quartzite
Mollepampa Mina,-14.74777,-74.68024,Ayacucho,M,Copper,,S,Occurrence,Malachite,,Diorite,Diorite
Pallarniyoc Mina,-15.10914,-74.48023,Ayacucho,M,"Lead, Zinc, Copper, Gold",,S,Prospect,"Galena, Malachite",Underground,"Tonalite,Diorite","Tonalite,Diorite"
Jane I Mina,-15.27942,-73.89744,Ayacucho,M,Copper,,S,Occurrence,,,Limestone,Andesite
San Martin De Porres En Santa Lucia Mina,-15.08525,-74.508,Ayacucho,M,Copper,,S,Prospect,,,Diorite,Diorite
Area San Jose Prospecto,-13.9164,-73.76105,Ayacucho,M,"Gold, Copper",,S,Occurrence,,,"Metavolcanic Rock,Granite","Metavolcanic Rock,Granite"
Area Huampo Chico Prospecto,-13.95612,-73.74966,Ayacucho,M,Copper,,S,Occurrence,,,Metavolcanic Rock,Metavolcanic Rock
Virgen De Las Nieves Mina,-14.51444,-74.133,Ayacucho,M,"Copper, Lead, Silver",,S,Occurrence,Galena,,Granite,Granite
Los Incas Mina,-14.96082,-74.68107,Ayacucho,M,"Copper, Gold",,S,Occurrence,Malachite,Underground,"Quartzite,Limestone,Andesite","Quartzite,Andesite"
Santa Rosa De Ocana Nro.2 Mina,-14.43111,-74.84968,Ayacucho,M,"Silver, Copper",,S,Prospect,Malachite,,Slate,Slate
San Salvador Mina,-12.82227,-74.24523,Ayacucho,M,"Zinc, Lead, Silver",,S,Prospect,,,Limestone,
La Esperanza De Los Seis Mina,-14.48111,-74.68301,Ayacucho,M,"Lead, Silver, Copper",,S,Prospect,Galena,Underground,Diorite,Diorite
Divino Luren No. 3 Mina,-14.66999,-74.88024,Ayacucho,M,Copper,,S,Prospect,Malachite,Underground,Andesite,Andesite
El Diluvio Mina,-14.52694,-74.70385,Ayacucho,M,"Lead, Zinc, Copper, Silver",,S,Past Producer,,Underground,"Slate,Quartzite,Shale",
Cruzmojo Mina,-13.09782,-73.76494,Ayacucho,M,Copper,,S,Occurrence,,,"Shale,Limestone",
Senjan Mina,-13.05393,-73.7341,Ayacucho,M,Copper,,S,Occurrence,,,"Diorite,Limestone",Diorite
Chaquihuayjo Mina,-13.14726,-73.76494,Ayacucho,M,"Iron, Copper",,S,Occurrence,,,Limestone,
Jorgora Indicio,-14.95082,-73.37659,Ayacucho,M,Silver,,Y,Occurrence,,,,
"Elvira V, Mina",-11.81037,-76.29833,Lima,M,"Copper, Lead, Silver, Zinc",,U,Prospect,Galena,Underground,Dacite,
"La Fortuna No. 1, Mina.",-13.34781,-72.39962,Cusco,M,"Copper, Silver",,U,Past Producer,,Surface,Conglomerate,
"Francisca No. 2, Mina.",-14.42833,-71.43016,Cusco,M,"Copper, Silver",,S,Past Producer,Malachite,Underground,,
"San Juan De Dios, Mina",-13.49503,-72.22184,Cusco,M,"Copper, Silver",,S,Producer,Malachite,,Dacite,
"Aurea, Mina",-14.34778,-71.79961,Cusco,M,Copper,,U,Past Producer,Malachite,Surface/Underground,Limestone,
"Imelda No. 3, Mina",-13.5278,-70.92181,Cusco,M,"Copper, Silver",,S,Producer,Malachite,Underground,,
"Santa Fe No. 4, Mina.",-15.24996,-71.10153,Cusco,M,"Copper, Lead, Silver",,U,Occurrence,Galena,,Quartzite,Dacite
"Puno No. 2, Mina",-15.15081,-71.00903,Cusco,M,"Copper, Silver",,S,Producer,,Surface/Underground,Dacite,
"Santa Rosa, Mina",-14.30417,-71.24015,Cusco,M,"Silver, Copper",,S,Producer,Malachite,Underground,,
"Elvira X, Mina",-11.81037,-76.29833,Lima,M,"Zinc, Copper, Lead, Silver",,U,Prospect,Galena,Underground,Dacite,
"Quebrada Penal, Prospecto",-12.97893,-69.74317,Madre De Dios,M,Gold,,S,Producer,,,,
"Manuane, Prospecto",-12.99476,-70.2129,Madre De Dios,M,Gold,,S,Producer,,,,
"Rosa Aurora, Mina",-12.5709,-70.07374,Madre De Dios,M,Gold,,S,Occurrence,,,,
"Dos Amigos, Mina",-13.01589,-75.34053,Huancavelica,M,"Zinc, Lead, Silver",,S,Past Producer,,,Volcanic Rock (Aphanitic),Andesite
Gladys Mina,-13.05894,-74.9358,Huancavelica,M,"Zinc, Lead, Silver",,S,Occurrence,,,Limestone,
Domingo Concesion,-13.00061,-74.98163,Huancavelica,M,"Copper, Gold",,U,Occurrence,,Underground,Limestone,Dacite
Valencia Mina,-13.03727,-75.00441,Huancavelica,M,"Zinc, Lead, Silver",,N,Occurrence,,,Andesite,Volcanic Rock (Aphanitic)
